order_no,booking_dt,rent_start_dt,rent_end_dt,acct_id,depart_parking_lot_id,return_parking_lot_id,mileage_diff,car_series_name
ORD0000188,2023-05-07 19:00:00,2023-05-07 19:02:00,2023-05-07 20:04:00,U07047,500104128,500103044,12.47,YouBike 2.0 電輔版
ORD0000189,2023-11-08 16:51:00,2023-11-08 17:12:00,2023-11-08 18:12:00,U00115,500110110,500103046,17.9,輕型電動車
ORD0000190,2025-03-09 19:38:00,2025-03-09 20:03:00,2025-03-09 21:30:00,U05508,500101018,500111133,19.33,YouBike 2.0 電輔版
ORD0000191,2024-07-21 18:38:00,2024-07-21 19:12:00,2024-07-21 19:42:00,U00206,500101022,500101022,8.51,YouBike 2.0 電輔版
ORD0000192,2025-02-28 15:49:00,2025-02-28 16:10:00,2025-02-28 17:23:00,U00518,500101245,500101245,20.99,YouBike 2.0 電輔版
ORD0000193,2025-01-27 17:50:00,2025-01-27 18:14:00,2025-01-27 18:50:00,U07752,500108054,500108054,10.2,折疊單車
ORD0000194,2024-02-21 07:31:00,2024-02-21 08:09:00,2024-02-21 08:31:00,U01924,500111002,500111002,7.07,YouBike 1.0 一般版
ORD0000195,2024-11-26 06:58:00,2024-11-26 07:04:00,2024-11-26 08:07:00,U04426,500101152,500108150,12.92,YouBike 2.0 電輔版
ORD0000196,2025-05-09 18:43:00,2025-05-09 19:04:00,2025-05-09 19:18:00,U06830,500119087,500109101,4.87,YouBike 2.0 電輔版
ORD0000197,2023-12-29 17:45:00,2023-12-29 18:13:00,2023-12-29 18:40:00,U03643,500111020,500111020,7.74,YouBike 1.0 一般版
ORD0000198,2023-11-16 13:00:00,2023-11-16 13:07:00,2023-11-16 13:14:00,U05618,500113065,500113065,2.72,YouBike 2.0 電輔版
ORD0000199,2023-04-09 17:41:00,2023-04-09 18:11:00,2023-04-09 18:25:00,U06752,500101181,500109111,2.23,YouBike 1.0 一般版
ORD0000200,2024-07-17 21:44:00,2024-07-17 22:02:00,2024-07-17 22:51:00,U04892,500101101,500101101,13.79,YouBike 1.0 一般版
ORD0000201,2024-12-01 16:30:00,2024-12-01 17:01:00,2024-12-01 17:11:00,U00563,500119075,500119075,2.73,YouBike 2.0 電輔版
ORD0000202,2023-04-09 17:56:00,2023-04-09 18:06:00,2023-04-09 18:24:00,U01909,500104036,500112064,4.67,YouBike 1.0 一般版
ORD0000203,2025-01-24 13:40:00,2025-01-24 14:04:00,2025-01-24 14:42:00,U01065,500111020,500112031,10.0,YouBike 1.0 一般版
ORD0000204,2024-03-22 09:47:00,2024-03-22 10:08:00,2024-03-22 10:49:00,U07098,500113010,500113010,10.97,折疊單車
ORD0000205,2023-04-11 13:30:00,2023-04-11 14:04:00,2023-04-11 14:22:00,U01428,500104036,500104036,3.13,YouBike 2.0 電輔版
ORD0000206,2025-03-31 10:38:00,2025-03-31 11:01:00,2025-03-31 12:46:00,U00932,500108171,500108171,18.92,YouBike 2.0 電輔版
ORD0000207,2024-07-13 23:53:00,2024-07-14 00:02:00,2024-07-14 00:28:00,U04128,500107146,500107146,6.09,YouBike 1.0 一般版
ORD0000208,2023-11-08 17:37:00,2023-11-08 18:01:00,2023-11-08 18:19:00,U05398,500113090,500113004,4.15,YouBike 1.0 一般版
ORD0000209,2023-10-14 08:46:00,2023-10-14 09:09:00,2023-10-14 11:50:00,U03291,500110019,500110019,36.84,YouBike 1.0 一般版
ORD0000210,2025-05-12 06:43:00,2025-05-12 07:03:00,2025-05-12 07:32:00,U00603,500108044,500112083,6.69,YouBike 2.0 電輔版
ORD0000211,2023-07-01 11:58:00,2023-07-01 12:02:00,2023-07-01 12:36:00,U04796,500109128,500109128,7.28,輕型電動車
ORD0000212,2025-04-08 16:47:00,2025-04-08 17:10:00,2025-04-08 17:24:00,U02416,500113088,500113088,3.25,YouBike 2.0 電輔版
ORD0000213,2023-02-26 20:44:00,2023-02-26 21:13:00,2023-02-26 21:44:00,U06300,500110027,500112067,5.28,YouBike 1.0 一般版
ORD0000214,2024-03-09 15:47:00,2024-03-09 16:06:00,2024-03-09 16:25:00,U03390,500107155,500109066,3.32,YouBike 1.0 一般版
ORD0000215,2023-06-02 12:40:00,2023-06-02 13:14:00,2023-06-02 13:53:00,U02089,500110065,500110065,8.52,YouBike 2.0 電輔版
ORD0000216,2024-08-26 16:41:00,2024-08-26 17:04:00,2024-08-26 19:22:00,U00748,500107145,500107145,35.21,YouBike 1.0 一般版
ORD0000217,2025-02-05 10:56:00,2025-02-05 11:02:00,2025-02-05 11:45:00,U04558,500109063,500107182,8.37,YouBike 1.0 一般版
ORD0000218,2023-06-03 10:31:00,2023-06-03 11:10:00,2023-06-03 11:30:00,U07157,500108055,500108055,5.59,YouBike 2.0 電輔版
ORD0000219,2025-03-10 16:51:00,2025-03-10 17:13:00,2025-03-10 17:38:00,U02881,500112064,500112064,6.82,YouBike 1.0 一般版
ORD0000220,2023-05-20 16:33:00,2023-05-20 17:06:00,2023-05-20 17:15:00,U06941,500110071,500110071,0.5,YouBike 1.0 一般版
ORD0000221,2023-12-14 18:33:00,2023-12-14 19:11:00,2023-12-14 19:21:00,U06613,500110053,500110053,2.22,YouBike 2.0 電輔版
ORD0000222,2023-08-20 17:43:00,2023-08-20 18:00:00,2023-08-20 20:01:00,U05681,500109055,500119090,30.62,YouBike 2.0 電輔版
ORD0000223,2023-01-18 16:38:00,2023-01-18 17:00:00,2023-01-18 18:18:00,U00051,500103002,500103002,14.75,YouBike 1.0 一般版
ORD0000224,2024-08-25 16:35:00,2024-08-25 17:04:00,2024-08-25 17:55:00,U01163,500106092,500106092,11.94,YouBike 1.0 一般版
ORD0000225,2023-09-21 13:53:00,2023-09-21 14:00:00,2023-09-21 14:43:00,U01290,500107070,500107070,7.22,YouBike 1.0 一般版
ORD0000226,2023-01-11 06:41:00,2023-01-11 07:09:00,2023-01-11 07:32:00,U04650,500109050,500105115,5.95,YouBike 2.0 電輔版
ORD0000227,2023-01-29 10:49:00,2023-01-29 11:02:00,2023-01-29 11:23:00,U00669,500119053,500119053,6.44,YouBike 2.0 電輔版
ORD0000228,2024-04-09 12:38:00,2024-04-09 13:14:00,2024-04-09 13:52:00,U03622,500106022,500106022,10.38,YouBike 2.0 電輔版
ORD0000229,2025-01-04 12:43:00,2025-01-04 13:08:00,2025-01-04 13:55:00,U05556,500110023,500110023,8.73,YouBike 2.0 電輔版
ORD0000230,2025-04-22 15:51:00,2025-04-22 16:15:00,2025-04-22 16:26:00,U01807,500106063,500106063,2.57,YouBike 1.0 一般版
ORD0000231,2025-04-19 17:42:00,2025-04-19 18:01:00,2025-04-19 19:02:00,U02094,500104043,500104043,10.12,YouBike 2.0 電輔版
ORD0000232,2023-01-10 06:39:00,2023-01-10 07:10:00,2023-01-10 07:45:00,U03528,500104091,500104091,6.72,YouBike 2.0 電輔版
ORD0000233,2023-09-01 12:35:00,2023-09-01 13:04:00,2023-09-01 13:30:00,U06605,500107201,500101116,5.48,YouBike 2.0 電輔版
ORD0000234,2024-09-01 16:41:00,2024-09-01 17:02:00,2024-09-01 17:43:00,U03574,500101032,500106011,8.44,折疊單車
ORD0000235,2024-01-26 14:30:00,2024-01-26 15:14:00,2024-01-26 17:23:00,U05813,500103012,500103012,37.77,YouBike 2.0 電輔版
ORD0000236,2024-07-10 20:50:00,2024-07-10 21:13:00,2024-07-10 21:40:00,U07916,500110066,500110066,5.04,YouBike 2.0 電輔版
ORD0000237,2025-04-08 16:40:00,2025-04-08 17:05:00,2025-04-08 18:08:00,U00722,500103085,500110005,16.54,輕型電動車
ORD0000238,2024-05-26 00:43:00,2024-05-26 01:03:00,2024-05-26 01:29:00,U04293,500104124,500104124,4.54,輕型電動車
ORD0000239,2025-02-23 03:32:00,2025-02-23 04:12:00,2025-02-23 04:46:00,U00626,500109101,500104065,9.6,YouBike 1.0 一般版
ORD0000240,2024-04-25 15:46:00,2024-04-25 16:03:00,2024-04-25 16:44:00,U06359,500106055,500106055,9.38,YouBike 2.0 電輔版
ORD0000241,2024-03-15 21:41:00,2024-03-15 22:11:00,2024-03-15 23:11:00,U01200,500111040,500111040,16.2,YouBike 1.0 一般版
ORD0000242,2024-04-20 16:38:00,2024-04-20 17:06:00,2024-04-20 17:31:00,U06219,500111014,500111014,3.91,折疊單車
ORD0000243,2024-11-14 17:50:00,2024-11-14 18:02:00,2024-11-14 18:26:00,U06225,500111129,500101255,4.65,YouBike 1.0 一般版
ORD0000244,2023-04-10 16:48:00,2023-04-10 17:14:00,2023-04-10 18:32:00,U05268,500108217,500108099,19.51,YouBike 2.0 電輔版
ORD0000245,2023-08-18 08:50:00,2023-08-18 09:10:00,2023-08-18 09:22:00,U03623,500101166,500101166,3.18,YouBike 1.0 一般版
ORD0000246,2024-06-01 17:50:00,2024-06-01 18:09:00,2024-06-01 18:28:00,U02884,500107188,500107188,4.98,YouBike 1.0 一般版
ORD0000247,2024-03-31 13:46:00,2024-03-31 14:02:00,2024-03-31 14:13:00,U00629,500108143,500108044,2.13,YouBike 1.0 一般版
ORD0000248,2024-05-04 17:50:00,2024-05-04 18:02:00,2024-05-04 18:11:00,U03791,500110038,500110038,2.29,YouBike 1.0 一般版
ORD0000249,2025-01-17 23:48:00,2025-01-18 00:01:00,2025-01-18 00:52:00,U03897,500104123,500104123,11.82,折疊單車
ORD0000250,2023-05-22 13:46:00,2023-05-22 14:04:00,2023-05-22 14:40:00,U06644,500104028,500104028,9.92,YouBike 2.0 電輔版
ORD0000251,2025-03-28 09:58:00,2025-03-28 10:10:00,2025-03-28 11:09:00,U05797,500108049,500108049,18.18,YouBike 2.0 電輔版
ORD0000252,2023-05-05 11:44:00,2023-05-05 12:14:00,2023-05-05 12:33:00,U02982,500119064,500119064,4.86,輕型電動車
ORD0000253,2023-02-17 16:41:00,2023-02-17 17:09:00,2023-02-17 17:41:00,U05169,500110027,500110027,7.1,YouBike 2.0 電輔版
ORD0000254,2023-10-20 19:50:00,2023-10-20 20:10:00,2023-10-20 20:21:00,U05558,500107035,500107035,1.19,YouBike 2.0 電輔版
ORD0000255,2023-11-04 05:42:00,2023-11-04 06:09:00,2023-11-04 06:50:00,U01232,500108196,500108196,8.98,輕型電動車
ORD0000256,2023-02-26 17:40:00,2023-02-26 18:02:00,2023-02-26 18:35:00,U02866,500109041,500109041,7.03,YouBike 2.0 電輔版
ORD0000257,2023-10-18 19:39:00,2023-10-18 20:12:00,2023-10-18 20:24:00,U05272,500111037,500111037,2.15,YouBike 2.0 電輔版
ORD0000258,2024-02-24 16:55:00,2024-02-24 17:10:00,2024-02-24 17:28:00,U06791,500111098,500111016,4.75,YouBike 2.0 電輔版
ORD0000259,2024-04-25 08:00:00,2024-04-25 08:02:00,2024-04-25 08:48:00,U01477,500104067,500104067,11.21,YouBike 2.0 電輔版
ORD0000260,2023-04-10 09:00:00,2023-04-10 09:06:00,2023-04-10 09:46:00,U01573,500104044,500109031,8.71,YouBike 2.0 電輔版
ORD0000261,2024-02-02 13:37:00,2024-02-02 14:04:00,2024-02-02 14:21:00,U04422,500107040,500107040,2.93,YouBike 1.0 一般版
ORD0000262,2024-12-21 10:56:00,2024-12-21 11:01:00,2024-12-21 12:35:00,U05063,500111131,500108201,24.81,YouBike 2.0 電輔版
ORD0000263,2025-01-26 06:34:00,2025-01-26 07:12:00,2025-01-26 07:31:00,U07395,500104087,500104087,3.88,YouBike 2.0 電輔版
ORD0000264,2023-12-04 18:35:00,2023-12-04 19:14:00,2023-12-04 19:28:00,U05895,500109086,500109086,3.11,YouBike 2.0 電輔版
ORD0000265,2023-02-24 19:37:00,2023-02-24 20:14:00,2023-02-24 20:55:00,U01960,500106014,500106014,10.18,YouBike 2.0 電輔版
ORD0000266,2024-08-31 11:39:00,2024-08-31 12:15:00,2024-08-31 14:27:00,U05557,500106071,500106071,37.03,折疊單車
ORD0000267,2025-03-20 06:00:00,2025-03-20 06:14:00,2025-03-20 06:58:00,U07916,500103082,500103082,9.94,YouBike 1.0 一般版
ORD0000268,2024-07-09 11:35:00,2024-07-09 12:06:00,2024-07-09 12:37:00,U02049,500107032,500107032,8.96,輕型電動車
ORD0000269,2023-04-17 16:31:00,2023-04-17 17:15:00,2023-04-17 17:35:00,U06973,500103036,500119091,5.45,折疊單車
ORD0000270,2025-04-25 16:33:00,2025-04-25 17:09:00,2025-04-25 17:20:00,U03681,500101199,500101199,1.88,YouBike 2.0 電輔版
ORD0000271,2023-08-12 06:58:00,2023-08-12 07:04:00,2023-08-12 07:46:00,U07247,500110026,500101109,12.57,YouBike 2.0 電輔版
ORD0000272,2024-04-02 11:41:00,2024-04-02 12:00:00,2024-04-02 12:45:00,U03064,500106052,500106052,10.59,YouBike 2.0 電輔版
ORD0000273,2024-04-12 11:37:00,2024-04-12 12:12:00,2024-04-12 14:27:00,U06875,500108008,500113027,40.32,YouBike 2.0 電輔版
ORD0000274,2024-12-01 11:52:00,2024-12-01 12:10:00,2024-12-01 12:23:00,U02351,500107189,500107189,3.62,YouBike 2.0 電輔版
ORD0000275,2023-11-10 11:59:00,2023-11-10 12:15:00,2023-11-10 12:59:00,U00044,500105100,500105100,11.92,YouBike 2.0 電輔版
ORD0000276,2024-04-04 07:58:00,2024-04-04 08:02:00,2024-04-04 08:47:00,U01225,500104079,500104079,8.21,折疊單車
ORD0000277,2023-03-10 18:47:00,2023-03-10 19:13:00,2023-03-10 19:42:00,U03440,500108208,500108208,5.16,YouBike 1.0 一般版
ORD0000278,2023-01-17 20:50:00,2023-01-17 21:14:00,2023-01-17 22:07:00,U04095,500112007,500109078,9.69,YouBike 2.0 電輔版
ORD0000279,2024-04-18 07:49:00,2024-04-18 08:00:00,2024-04-18 08:31:00,U00013,500119048,500119048,7.07,YouBike 2.0 電輔版
ORD0000280,2024-06-26 18:49:00,2024-06-26 19:11:00,2024-06-26 19:54:00,U05443,500105033,500105033,8.18,輕型電動車
ORD0000281,2023-10-23 16:51:00,2023-10-23 17:02:00,2023-10-23 17:17:00,U06443,500101144,500101144,2.75,YouBike 1.0 一般版
ORD0000282,2023-01-12 13:46:00,2023-01-12 14:00:00,2023-01-12 14:40:00,U05208,500111002,500111002,9.7,YouBike 1.0 一般版
ORD0000283,2024-08-28 08:42:00,2024-08-28 09:11:00,2024-08-28 09:30:00,U06005,500110004,500110004,4.69,YouBike 2.0 電輔版
ORD0000284,2024-12-20 08:51:00,2024-12-20 09:03:00,2024-12-20 09:27:00,U02724,500104097,500104075,6.56,YouBike 2.0 電輔版
ORD0000285,2023-09-22 12:34:00,2023-09-22 13:01:00,2023-09-22 13:12:00,U05609,500106083,500107022,1.97,輕型電動車
ORD0000286,2024-08-24 21:44:00,2024-08-24 22:15:00,2024-08-24 22:40:00,U00517,500104136,500103005,6.88,YouBike 2.0 電輔版
ORD0000287,2023-05-27 17:52:00,2023-05-27 18:14:00,2023-05-27 18:46:00,U02586,500104064,500101025,5.76,YouBike 2.0 電輔版
ORD0000288,2024-07-21 06:59:00,2024-07-21 07:09:00,2024-07-21 07:22:00,U04449,500101118,500106090,3.9,YouBike 2.0 電輔版
ORD0000289,2023-05-26 18:45:00,2023-05-26 19:08:00,2023-05-26 19:37:00,U00392,500103032,500106014,4.73,YouBike 1.0 一般版
ORD0000290,2025-01-02 15:57:00,2025-01-02 16:10:00,2025-01-02 16:25:00,U03580,500112049,500106133,2.72,折疊單車
ORD0000291,2024-03-18 17:58:00,2024-03-18 18:12:00,2024-03-18 19:18:00,U04065,500107058,500104152,17.93,輕型電動車
ORD0000292,2024-02-19 17:52:00,2024-02-19 18:15:00,2024-02-19 18:28:00,U02185,500112007,500107177,2.5,YouBike 2.0 電輔版
ORD0000293,2023-12-07 15:55:00,2023-12-07 16:02:00,2023-12-07 16:32:00,U04469,500103032,500110076,8.51,YouBike 1.0 一般版
ORD0000294,2024-06-22 04:39:00,2024-06-22 05:10:00,2024-06-22 05:27:00,U02422,500110095,500110095,3.39,YouBike 1.0 一般版
ORD0000295,2024-11-22 23:39:00,2024-11-23 00:14:00,2024-11-23 00:25:00,U00347,500106055,500106055,2.03,YouBike 1.0 一般版
ORD0000296,2023-07-15 10:53:00,2023-07-15 11:11:00,2023-07-15 11:26:00,U05239,500107019,500107019,4.07,YouBike 1.0 一般版
ORD0000297,2023-02-25 08:55:00,2023-02-25 09:01:00,2023-02-25 09:46:00,U05566,500106112,500104043,7.64,YouBike 2.0 電輔版
ORD0000298,2024-06-28 06:35:00,2024-06-28 07:00:00,2024-06-28 08:15:00,U06401,500119006,500119006,13.57,YouBike 2.0 電輔版
ORD0000299,2023-03-05 17:44:00,2023-03-05 18:01:00,2023-03-05 19:24:00,U07779,500110098,500110098,15.29,輕型電動車
ORD0000300,2023-03-17 05:48:00,2023-03-17 06:01:00,2023-03-17 07:46:00,U07773,500101234,500108190,26.69,YouBike 2.0 電輔版
ORD0000301,2024-06-26 12:41:00,2024-06-26 13:11:00,2024-06-26 13:56:00,U02576,500104115,500104115,10.4,YouBike 2.0 電輔版
ORD0000302,2023-11-13 23:50:00,2023-11-14 00:08:00,2023-11-14 00:41:00,U06027,500119090,500119090,6.72,YouBike 1.0 一般版
ORD0000303,2023-09-27 18:35:00,2023-09-27 19:15:00,2023-09-27 19:41:00,U05768,500111003,500107110,6.34,輕型電動車
ORD0000304,2023-02-18 07:44:00,2023-02-18 08:06:00,2023-02-18 08:42:00,U07508,500101135,500101135,10.65,YouBike 2.0 電輔版
ORD0000305,2024-09-14 20:45:00,2024-09-14 21:06:00,2024-09-14 21:45:00,U03647,500111129,500104060,7.47,YouBike 1.0 一般版
ORD0000306,2024-06-16 11:32:00,2024-06-16 12:10:00,2024-06-16 12:29:00,U04506,500111007,500110090,4.42,YouBike 1.0 一般版
ORD0000307,2023-06-05 16:47:00,2023-06-05 17:09:00,2023-06-05 17:46:00,U05225,500111010,500103048,11.03,YouBike 2.0 電輔版
ORD0000308,2023-01-02 17:35:00,2023-01-02 18:11:00,2023-01-02 19:07:00,U01647,500112082,500112082,12.5,YouBike 2.0 電輔版
ORD0000309,2024-03-19 17:55:00,2024-03-19 18:04:00,2024-03-19 18:40:00,U03829,500110066,500110066,6.66,YouBike 1.0 一般版
ORD0000310,2023-10-10 11:55:00,2023-10-10 12:04:00,2023-10-10 12:15:00,U02534,500108049,500108049,2.75,YouBike 1.0 一般版
ORD0000311,2024-02-04 04:42:00,2024-02-04 05:15:00,2024-02-04 05:32:00,U07966,500119005,500119005,4.14,YouBike 2.0 電輔版
ORD0000312,2025-03-12 18:40:00,2025-03-12 19:02:00,2025-03-12 19:49:00,U02823,500107127,500107190,9.73,YouBike 2.0 電輔版
ORD0000313,2023-01-25 17:34:00,2023-01-25 18:05:00,2023-01-25 18:40:00,U06811,500106132,500107020,9.82,YouBike 1.0 一般版
ORD0000314,2023-09-18 07:33:00,2023-09-18 08:04:00,2023-09-18 09:01:00,U07658,500104004,500104004,12.24,YouBike 2.0 電輔版
ORD0000315,2024-05-09 13:52:00,2024-05-09 14:07:00,2024-05-09 14:27:00,U02053,500108142,500108095,5.25,YouBike 1.0 一般版
ORD0000316,2023-08-25 15:36:00,2023-08-25 16:08:00,2023-08-25 16:42:00,U04371,500108199,500108199,5.85,YouBike 2.0 電輔版
ORD0000317,2024-03-13 06:32:00,2024-03-13 07:05:00,2024-03-13 07:31:00,U07390,500111045,500111045,6.12,YouBike 1.0 一般版
ORD0000318,2024-03-23 14:49:00,2024-03-23 15:10:00,2024-03-23 15:31:00,U06761,500106093,500106093,5.71,YouBike 2.0 電輔版
ORD0000319,2024-11-09 06:57:00,2024-11-09 07:00:00,2024-11-09 07:41:00,U01727,500110071,500110071,8.09,折疊單車
ORD0000320,2023-11-05 07:54:00,2023-11-05 08:13:00,2023-11-05 08:24:00,U07283,500109030,500109030,2.47,YouBike 2.0 電輔版
ORD0000321,2023-04-11 11:50:00,2023-04-11 12:09:00,2023-04-11 12:32:00,U03327,500108121,500108165,5.68,YouBike 2.0 電輔版
ORD0000322,2023-12-13 07:39:00,2023-12-13 08:14:00,2023-12-13 09:18:00,U03602,500110015,500110015,11.64,YouBike 1.0 一般版
ORD0000323,2024-05-03 14:43:00,2024-05-03 15:15:00,2024-05-03 15:52:00,U02616,500105007,500107041,8.31,輕型電動車
ORD0000324,2023-09-10 13:53:00,2023-09-10 14:11:00,2023-09-10 14:38:00,U03036,500107051,500107051,8.25,折疊單車
ORD0000325,2024-09-21 06:46:00,2024-09-21 07:03:00,2024-09-21 07:32:00,U00794,500107055,500107055,5.68,YouBike 1.0 一般版
ORD0000326,2024-01-13 08:31:00,2024-01-13 09:09:00,2024-01-13 10:52:00,U03426,500103002,500107001,30.23,折疊單車
ORD0000327,2024-08-15 06:37:00,2024-08-15 07:05:00,2024-08-15 07:32:00,U01306,500105008,500105008,8.16,YouBike 2.0 電輔版
ORD0000328,2025-04-13 21:45:00,2025-04-13 22:14:00,2025-04-13 22:40:00,U00190,500106090,500106090,5.74,YouBike 2.0 電輔版
ORD0000329,2024-04-28 06:32:00,2024-04-28 07:12:00,2024-04-28 07:32:00,U00415,500101146,500101146,5.02,輕型電動車
ORD0000330,2024-04-15 09:39:00,2024-04-15 10:15:00,2024-04-15 10:44:00,U05510,500111022,500101187,7.07,YouBike 2.0 電輔版
ORD0000331,2024-06-08 21:45:00,2024-06-08 22:09:00,2024-06-08 22:58:00,U05960,500101132,500107027,11.98,YouBike 2.0 電輔版
ORD0000332,2024-02-10 21:41:00,2024-02-10 22:12:00,2024-02-10 22:44:00,U04672,500103025,500103025,6.46,YouBike 1.0 一般版
ORD0000333,2023-12-05 12:47:00,2023-12-05 13:06:00,2023-12-05 13:37:00,U04505,500106055,500106055,6.55,YouBike 2.0 電輔版
ORD0000334,2024-04-16 11:38:00,2024-04-16 12:03:00,2024-04-16 12:41:00,U03058,500101191,500101191,7.46,YouBike 1.0 一般版
ORD0000335,2023-06-16 06:55:00,2023-06-16 07:10:00,2023-06-16 07:50:00,U03289,500101153,500101153,9.46,YouBike 1.0 一般版
ORD0000336,2024-05-03 08:46:00,2024-05-03 09:01:00,2024-05-03 09:49:00,U02729,500112033,500112033,8.5,YouBike 2.0 電輔版
ORD0000337,2023-05-29 18:55:00,2023-05-29 19:15:00,2023-05-29 19:36:00,U07630,500107019,500107019,5.58,YouBike 1.0 一般版
ORD0000338,2024-09-06 17:49:00,2024-09-06 18:10:00,2024-09-06 20:12:00,U06057,500101237,500106062,23.83,折疊單車
ORD0000339,2023-12-09 07:56:00,2023-12-09 08:09:00,2023-12-09 08:27:00,U04612,500106021,500106021,3.83,YouBike 1.0 一般版
ORD0000340,2025-04-18 06:39:00,2025-04-18 07:15:00,2025-04-18 07:35:00,U05520,500109065,500109065,5.48,YouBike 2.0 電輔版
ORD0000341,2025-05-20 12:33:00,2025-05-20 13:13:00,2025-05-20 14:08:00,U00219,500108049,500107182,13.68,YouBike 2.0 電輔版
ORD0000342,2024-09-13 11:49:00,2024-09-13 12:15:00,2024-09-13 12:43:00,U07964,500101200,500107063,4.89,YouBike 2.0 電輔版
ORD0000343,2023-02-21 09:54:00,2023-02-21 10:07:00,2023-02-21 10:45:00,U05077,500109025,500109025,9.72,YouBike 1.0 一般版
ORD0000344,2023-11-30 19:54:00,2023-11-30 20:12:00,2023-11-30 21:30:00,U00259,500108018,500107076,14.38,YouBike 1.0 一般版
ORD0000345,2024-07-09 18:48:00,2024-07-09 19:03:00,2024-07-09 19:27:00,U01671,500119075,500119075,4.12,YouBike 2.0 電輔版
ORD0000346,2023-02-21 19:43:00,2023-02-21 20:15:00,2023-02-21 20:57:00,U00511,500109054,500103036,12.08,YouBike 2.0 電輔版
ORD0000347,2025-04-04 18:52:00,2025-04-04 19:04:00,2025-04-04 19:42:00,U03087,500106007,500106007,7.32,折疊單車
ORD0000348,2025-03-27 16:40:00,2025-03-27 17:05:00,2025-03-27 17:25:00,U04476,500109025,500109025,3.9,YouBike 2.0 電輔版
ORD0000349,2024-10-20 16:41:00,2024-10-20 17:08:00,2024-10-20 17:47:00,U01843,500101199,500101199,9.81,YouBike 2.0 電輔版
ORD0000350,2023-07-01 07:00:00,2023-07-01 07:09:00,2023-07-01 07:26:00,U05655,500110065,500104014,4.93,輕型電動車
ORD0000351,2023-12-16 06:52:00,2023-12-16 07:15:00,2023-12-16 07:51:00,U02241,500105120,500104151,6.84,輕型電動車
ORD0000352,2023-07-23 07:39:00,2023-07-23 08:03:00,2023-07-23 08:53:00,U07339,500110032,500110032,13.1,輕型電動車
ORD0000353,2024-08-12 11:42:00,2024-08-12 12:11:00,2024-08-12 12:46:00,U05851,500104022,500104022,10.43,YouBike 1.0 一般版
ORD0000354,2023-06-01 17:32:00,2023-06-01 18:11:00,2023-06-01 18:51:00,U06123,500111090,500112029,11.2,YouBike 2.0 電輔版
ORD0000355,2025-05-19 16:45:00,2025-05-19 17:06:00,2025-05-19 18:15:00,U01125,500101156,500103081,12.23,輕型電動車
ORD0000356,2024-05-14 06:33:00,2024-05-14 07:07:00,2024-05-14 07:20:00,U04351,500101170,500106044,2.31,輕型電動車
ORD0000357,2023-04-11 07:37:00,2023-04-11 08:07:00,2023-04-11 08:49:00,U06315,500112067,500112067,6.61,YouBike 1.0 一般版
ORD0000358,2024-06-22 19:34:00,2024-06-22 20:00:00,2024-06-22 20:34:00,U01294,500109048,500112071,10.45,YouBike 2.0 電輔版
ORD0000359,2024-11-12 12:43:00,2024-11-12 13:15:00,2024-11-12 14:20:00,U05292,500108063,500108063,15.37,YouBike 2.0 電輔版
ORD0000360,2024-06-23 13:31:00,2024-06-23 14:02:00,2024-06-23 14:29:00,U06052,500101033,500101033,8.07,YouBike 2.0 電輔版
ORD0000361,2024-12-09 09:53:00,2024-12-09 10:01:00,2024-12-09 10:23:00,U07534,500113008,500113008,6.81,YouBike 1.0 一般版
ORD0000362,2024-08-10 21:31:00,2024-08-10 22:12:00,2024-08-10 23:02:00,U06136,500109007,500109007,14.51,YouBike 1.0 一般版
ORD0000363,2025-04-25 10:00:00,2025-04-25 10:09:00,2025-04-25 10:47:00,U02745,500101206,500101206,11.42,YouBike 2.0 電輔版
